ESN,Equipment Sys ID,Equipment Type,Equipment Class / Code,Event Type,EV Project ID,EV Equipment Event ID,OFS Event ID,FSP project ID,xxx project id,FSR Number (#),Report Issued Date,Outage Start Date,Outage End Date,PDF Name / path / identifier
338X712,SY0121986,Generator,7FH2,Major Inspection (MI),EVP-504151,EV-118648,C-10330559,FSP-249298,A-1360400,,,05-10-2020,22-11-2020,/Volumes/vgpd/fsr_std_views/fsr_std_vol/FSR_After_2016/FSR_Databricks/771aadaa-fb3c-41d7-9aad-aafb3cd1d71d.pdf
297845,SY0071351,Gas Turbine,7FA.03,Hot Gas Path Inspection (HGPI),EVP-507277,EV-108546,C-10345507,FSP-287136,A-1375382,,07-Jun-21,01-03-2021,31-03-2021,/Volumes/vgpd/fsr_std_views/fsr_std_vol/FSR_After_2016/FSR_Databricks/7bc46bf5-3932-433d-846b-f53932933dfb.pdf
297845,SY0071351,Gas Turbine,7FA.03,Hot Gas Path Inspection (HGPI),EVP-507277,EV-108547,C-10345507,FSP-287136,A-1375382,,07-Jun-21,01-03-2021,31-03-2021,/Volumes/vgpd/fsr_std_views/fsr_std_vol/FSR_After_2016/FSR_Databricks/7bc46bf5-3932-433d-846b-f53932933dfb.pdf
337X241,SY0073002,Generator,7FH2,Hot Gas Path Inspection (HGPI),EVP-507277,EV-108546,C-10345507,FSP-287136,A-1375382,,07-Jun-21,01-03-2021,31-03-2021,/Volumes/vgpd/fsr_std_views/fsr_std_vol/FSR_After_2016/FSR_Databricks/7bc46bf5-3932-433d-846b-f53932933dfb.pdf
337X241,SY0073002,Generator,7FH2,Hot Gas Path Inspection (HGPI),EVP-507277,EV-108547,C-10345507,FSP-287136,A-1375382,,07-Jun-21,01-03-2021,31-03-2021,/Volumes/vgpd/fsr_std_views/fsr_std_vol/FSR_After_2016/FSR_Databricks/7bc46bf5-3932-433d-846b-f53932933dfb.pdf
298486,SY0093993,Gas Turbine,7FA.04,Major Inspection (MI),EVP-504632,EV-117927,C-10339652,FSP-265400,A-1376786,,,10-12-2020,11-03-2021,/Volumes/vgpd/fsr_std_views/fsr_std_vol/FSR_After_2016/FSR_Databricks/7ca2b283-5dba-4df0-a2b2-835dba4df072.pdf
298486,SY0093993,Gas Turbine,7FA.04,Major Inspection (MI),EVP-504632,EV-117928,C-10339652,FSP-265400,A-1376786,,,10-12-2020,11-03-2021,/Volumes/vgpd/fsr_std_views/fsr_std_vol/FSR_After_2016/FSR_Databricks/7ca2b283-5dba-4df0-a2b2-835dba4df072.pdf
337x875,,,,Major Inspection (MI),EVP-504632,EV-117927,C-10339652,FSP-265400,A-1376786,,,10-12-2020,11-03-2021,/Volumes/vgpd/fsr_std_views/fsr_std_vol/FSR_After_2016/FSR_Databricks/7ca2b283-5dba-4df0-a2b2-835dba4df072.pdf
337x875,,,,Major Inspection (MI),EVP-504632,EV-117928,C-10339652,FSP-265400,A-1376786,,,10-12-2020,11-03-2021,/Volumes/vgpd/fsr_std_views/fsr_std_vol/FSR_After_2016/FSR_Databricks/7ca2b283-5dba-4df0-a2b2-835dba4df072.pdf
G02623-HRSG,SY0077748,HRSG,HRSG,On Site Services,EVP-505319,EV-117237,C-10336758,FSP-274752,,,,04-Nov-20,07-12-2020,/Volumes/vgpd/fsr_std_views/fsr_std_vol/FSR_After_2016/FSR_Databricks/7d326655-2287-4401-b266-552287b4014e.pdf
295932,SY0059053,Gas Turbine,61B,Combustion Inspection (CI),EVP-504324,EV-108745,C-10326624,FSP-257507,A-1514356,,11-Jan-26,25-11-2025,12-Dec-25,/Volumes/vgpd/fsr_std_views/fsr_std_vol/FSR_After_2016/FSR_Databricks/7e6f7063-0369-4607-a23f-686832d5474d.pdf
298226,SY0070723,Gas Turbine,71EA,Call-Out,EVP-510644,EV-118746,C-10354615,FSP-299474,,,,16-Nov-20,27-11-2020,/Volumes/vgpd/fsr_std_views/fsr_std_vol/FSR_After_2016/FSR_Databricks/7fca7a72-378c-4dd1-8a7a-72378c5dd10b.pdf
297180,SY0071298,Gas Turbine,7FA.03,Performance Testing,EVP-509428,EV-113131,C-10351421,FSP-295555,A-1616766,,,24-Jul-20,31-08-2020,/Volumes/vgpd/fsr_std_views/fsr_std_vol/FSR_After_2016/FSR_Databricks/7ffacf0b-f2ae-419a-bacf-0bf2ae419a18.pdf
297837,SY0069758,Gas Turbine,7FA.04,Borescope Inspection (BI),EVP-509830,EV-107461,C-10352027,FSP-296945,A-1621754,,,02-Nov-20,21-11-2020,/Volumes/vgpd/fsr_std_views/fsr_std_vol/FSR_After_2016/FSR_Databricks/8050d3f8-850b-4db2-90d3-f8850b7db213.pdf
P1-4004,SY0373939,Steam Turbine,DKYZ4-4N38,Services Warranty,EVP-509960,EV-123666,C-10352249,FSP-297292,,,,14-Sep-20,10-10-2020,/Volumes/vgpd/fsr_std_views/fsr_std_vol/FSR_After_2016/FSR_Databricks/81919a0f-ae1d-4319-919a-0fae1de31992.pdf
EGG0056,SY0048081,Gas Turbine,9E.03,Borescope Inspection (BI),EVP-508158,EV-109516,C-10348066,FSP-291065,A-1541988,,,12-Sep-20,19-09-2020,/Volumes/vgpd/fsr_std_views/fsr_std_vol/FSR_After_2016/FSR_Databricks/81b80576-a5c1-4225-b805-76a5c17225af.pdf
270T493,SY0073329,Steam Turbine,207D-11,On Site Services,EVP-505731,EV-122028,C-10339863,FSP-279178,A-1563578,,,05-Oct-20,21-10-2020,/Volumes/vgpd/fsr_std_views/fsr_std_vol/FSR_After_2016/FSR_Databricks/8201efc1-c3d1-4b53-81ef-c1c3d17b53ab.pdf
197970,SY0513615,Steam Turbine,SAC,Call-Out,,,,,NEX-P-285265 | SP-ES0-012017,,,28-Jan-21,,/Volumes/vgpd/fsr_std_views/fsr_std_vol/FSR_After_2016/FSR_Databricks/8573897f-f34f-447d-b389-7ff34f647dd7.pdf
REFN6567,SY0019168,Steam Turbine,DGHH2G10054,Unusual,,,,,NEX-P-255218 | SP-10345783,,,,,/Volumes/vgpd/fsr_std_views/fsr_std_vol/FSR_After_2016/FSR_Databricks/8701e87d-9747-4640-81e8-7d9747e6400d.pdf
298816,SY0114698,Gas Turbine,9FA.03,Combustion Inspection (CI),EVP-502071,EV-102791,C-10332433,FSP-258748,A-1417414,,,27-10-2020,06-11-2020,/Volumes/vgpd/fsr_std_views/fsr_std_vol/FSR_After_2016/FSR_Databricks/87580dee-9888-4466-980d-ee9888a466e1.pdf
298366,SY0076134,Gas Turbine,7FA.04,On Site Services,EVP-509715,EV-119588,C-10351862,FSP-296612,A-1619774,,,07-Oct-20,11-10-2020,/Volumes/vgpd/fsr_std_views/fsr_std_vol/FSR_After_2016/FSR_Databricks/8937a5dd-6a08-491a-b7a5-dd6a08c91a7f.pdf
178494,SY0096250,Steam Turbine,SNC,On Site Services,,,C-10346573,FSP-288871,,,,27-Apr-20,,/Volumes/vgpd/fsr_std_views/fsr_std_vol/FSR_After_2016/FSR_Databricks/8bcf54e1-e391-48b0-afed-875e48da61bb.pdf
8357300,SY0121522,Generator,HYDROGEN-CO,On Site Services,,,C-10346573,FSP-288871,,,,27-Apr-20,,/Volumes/vgpd/fsr_std_views/fsr_std_vol/FSR_After_2016/FSR_Databricks/8bcf54e1-e391-48b0-afed-875e48da61bb.pdf
T621,SY0030921,Gas Turbine,61B,Borescope Inspection (BI),EVP-509802,EV-121125,C-10351951,FSP-296849,A-0193473,,,10-Aug-20,15-08-2020,/Volumes/vgpd/fsr_std_views/fsr_std_vol/FSR_After_2016/FSR_Databricks/8e13978c-6568-4785-9397-8c6568c785d5.pdf
T624,SY0030922,Gas Turbine,61B,Borescope Inspection (BI),EVP-509802,EV-121125,C-10351951,FSP-296849,A-0193473,,,10-Aug-20,15-08-2020,/Volumes/vgpd/fsr_std_views/fsr_std_vol/FSR_After_2016/FSR_Databricks/8e13978c-6568-4785-9397-8c6568c785d5.pdf
T626,SY0030923,Gas Turbine,61B,Borescope Inspection (BI),EVP-509802,EV-121125,C-10351951,FSP-296849,A-0193473,,,10-Aug-20,15-08-2020,/Volumes/vgpd/fsr_std_views/fsr_std_vol/FSR_After_2016/FSR_Databricks/8e13978c-6568-4785-9397-8c6568c785d5.pdf
T640,SY0030924,Gas Turbine,61B,Borescope Inspection (BI),EVP-509802,EV-121125,C-10351951,FSP-296849,A-0193473,,,10-Aug-20,15-08-2020,/Volumes/vgpd/fsr_std_views/fsr_std_vol/FSR_After_2016/FSR_Databricks/8e13978c-6568-4785-9397-8c6568c785d5.pdf
